text_id,text,category,word_count,readability_score,keywords
text_537,Follow-up evaluation for hormone showed persistent blurred vision despite hormone replacement therapy. Adjustments to the treatment regimen are recommended. Potential side effects of the medication were explained. Long-term prognosis was discussed with the patient. Risk factors for complications were discussed in detail. Previous treatments have been unsuccessful. Recent imaging studies were reviewed during the consultation. Patient education materials were provided. The patient was advised to return if symptoms worsen. The patient reports gradual improvement with the current treatment. The condition is consistent with adrenal. Potential side effects of the medication were explained. Long-term prognosis was discussed with the patient. Risk factors for complications were discussed in detail. Previous treatments have been unsuccessful. Recent imaging,Endocrine,114,61,"hormone, adrenal, hormone replacement therapy, blurred vision"
text_655,Physical examination revealed myalgia and crepitus. Patient was diagnosed with muscular and prescribed physical therapy and muscle relaxants. Medication compliance has been an issue for this patient. Lifestyle modifications were discussed with the patient. The patient's vital signs were within normal limits. Long-term prognosis was discussed with the patient. Laboratory findings were unremarkable. Differential diagnosis includes several possibilities. Previous treatments have been unsuccessful. The patient was advised to return if symptoms worsen. The condition is consistent with bursitis. Medication compliance has been an issue for this patient. The treatment plan includes DMARDs. Lifestyle modifications were discussed with the patient. The patient's vital signs were within normal limits. Long-term prognosis was discussed with the patient.,Musculoskeletal,114,61,"myalgia, bursitis, muscle relaxants, DMARDs, physical therapy"
text_22,Physical examination revealed fainting and chest pain. Patient was diagnosed with vascular and prescribed diuretics and diuretics. Differential diagnosis includes several possibilities. The patient's response to previous interventions was evaluated. The patient's symptoms have been progressively worsening. Current management focuses on symptom control. Previous treatments have been unsuccessful. Potential side effects of the medication were explained. Laboratory findings were unremarkable. Risk factors for complications were discussed in detail. Differential diagnosis includes several possibilities. The patient's response to previous interventions was evaluated. The treatment plan includes bypass surgery. The patient exhibited signs of chest pain. The treatment plan includes angioplasty. The patient's symptoms have been progressively worsening. Current management focuses on symptom control. Previous treatments,Cardiovascular,114,61,"diuretics, vascular, angioplasty, bypass surgery, chest pain"
text_822,Medical history significant for follicular and epidermal. Current symptoms include hair loss and pustules. Recommended management includes moisturizers and monitoring for complications. Patient education materials were provided. Medication compliance has been an issue for this patient. A comprehensive treatment plan was developed. The patient's response to previous interventions was evaluated. Follow-up appointment was scheduled for next month. The patient was instructed on proper use of prescribed medications. Recent lab work showed improvement in relevant markers. Differential diagnosis includes several possibilities. The patient's condition appears to be chronic in nature. Risk factors for complications were discussed in detail. No significant family history was reported. Preventive measures were emphasized during the consultation. Long-term prognosis was discussed,Dermatological,114,62,"hair loss, follicular, pustules, moisturizers, epidermal"
text_410,Medical history significant for stroke and neural. Current symptoms include paresthesia and weakness. Recommended management includes craniotomy and monitoring for complications. A comprehensive treatment plan was developed. Long-term prognosis was discussed with the patient. Potential side effects of the medication were explained. The patient denies any allergies to medications. Current management focuses on symptom control. A comprehensive treatment plan was developed. The condition is consistent with cranial. Long-term prognosis was discussed with the patient. Potential side effects of the medication were explained. The treatment plan includes NSAIDs. The patient exhibited signs of paresthesia. The treatment plan includes NSAIDs. The patient denies any allergies to medications. The condition is consistent with spinal. The treatment plan,Neurological,114,58,"neural, stroke, weakness, craniotomy, paresthesia"
text_909,Patient presents with malaise and night sweats. Initial assessment indicates possible bacterial. Further tests including antifungals are recommended. The patient's vital signs were within normal limits. Medication compliance has been an issue for this patient. Previous treatments have been unsuccessful. Recent lab work showed improvement in relevant markers. The patient denies any allergies to medications. The patient exhibited signs of chills. The patient's vital signs were within normal limits. The treatment plan includes contact tracing. Medication compliance has been an issue for this patient. The treatment plan includes prophylaxis. Previous treatments have been unsuccessful. The condition is consistent with bacterial. Recent lab work showed improvement in relevant markers. The treatment plan includes vaccines. The,Infectious,114,57,"antifungals, chills, contact tracing, malaise, bacterial"
text_807,Follow-up evaluation for rosacea showed persistent pain despite retinoids. Adjustments to the treatment regimen are recommended. The patient's symptoms have been progressively worsening. No significant family history was reported. Preventive measures were emphasized during the consultation. The patient's response to previous interventions was evaluated. Patient education materials were provided. Long-term prognosis was discussed with the patient. Differential diagnosis includes several possibilities. Current management focuses on symptom control. Potential side effects of the medication were explained. Lifestyle modifications were discussed with the patient. Previous treatments have been unsuccessful. Follow-up appointment was scheduled for next month. Recent lab work showed improvement in relevant markers. A comprehensive treatment plan was developed. The patient's symptoms have been progressively,Dermatological,114,62,"retinoids, rosacea, pain"
text_47,Medical history significant for ischemia and ventricular. Current symptoms include cold extremities and syncope. Recommended management includes cardioversion and monitoring for complications. Long-term prognosis was discussed with the patient. No significant family history was reported. The patient's response to previous interventions was evaluated. Medication compliance has been an issue for this patient. Differential diagnosis includes several possibilities. Laboratory findings were unremarkable. Lifestyle modifications were discussed with the patient. Potential side effects of the medication were explained. The patient reports gradual improvement with the current treatment. The patient's condition appears to be chronic in nature. Long-term prognosis was discussed with the patient. No significant family history was reported. The patient's response to previous interventions was,Cardiovascular,114,63,"syncope, ventricular, ischemia, cardioversion, cold extremities"
text_965,A 46-year-old male with a history of pneumonia was admitted complaining of pyrexia and fatigue. The patient has been started on immunization and antimicrobial therapy. Medication compliance has been an issue for this patient. Lifestyle modifications were discussed with the patient. The patient's symptoms have been progressively worsening. The patient was instructed on proper use of prescribed medications. Recent lab work showed improvement in relevant markers. Patient education materials were provided. The patient was advised to return if symptoms worsen. Medication compliance has been an issue for this patient. The treatment plan includes surveillance. Lifestyle modifications were discussed with the patient. The patient's symptoms have been progressively worsening. The patient was instructed on proper,Infectious,114,63,"immunization, antimicrobial therapy, pyrexia, pneumonia, surveillance"
text_620,Follow-up evaluation for hormone showed persistent fatigue despite testosterone. Adjustments to the treatment regimen are recommended. The patient denies any allergies to medications. Previous treatments have been unsuccessful. No significant family history was reported. The patient's response to previous interventions was evaluated. The patient's condition appears to be chronic in nature. Follow-up appointment was scheduled for next month. A comprehensive treatment plan was developed. Long-term prognosis was discussed with the patient. Laboratory findings were unremarkable. Preventive measures were emphasized during the consultation. Differential diagnosis includes several possibilities. Potential side effects of the medication were explained. The patient denies any allergies to medications. The condition is consistent with metabolic. Previous treatments have been unsuccessful. The,Endocrine,114,60,"hormone, testosterone, metabolic, fatigue"
text_596,Physical examination revealed excessive sweating and blurred vision. Patient was diagnosed with Cushing's syndrome and prescribed parathyroidectomy and parathyroidectomy. The patient's response to previous interventions was evaluated. Recent lab work showed improvement in relevant markers. The patient was advised to return if symptoms worsen. A comprehensive treatment plan was developed. Potential side effects of the medication were explained. Long-term prognosis was discussed with the patient. The patient's symptoms have been progressively worsening. Recent imaging studies were reviewed during the consultation. The patient denies any allergies to medications. The condition is consistent with Addison's disease. The patient's response to previous interventions was evaluated. Recent lab work showed improvement in relevant markers. The patient was advised,Endocrine,114,63,"parathyroidectomy, thyroid, excessive sweating, thyroidectomy, Cushing's syndrome"
text_548,"A 26-year-old male presents with fatigue and excessive sweating. After thorough examination, hypothyroidism was diagnosed. Treatment with exercise therapy was started immediately. The patient's response to previous interventions was evaluated. A comprehensive treatment plan was developed. Laboratory findings were unremarkable. The patient was referred to a specialist for further evaluation. Long-term prognosis was discussed with the patient. Medication compliance has been an issue for this patient. Follow-up appointment was scheduled for next month. Risk factors for complications were discussed in detail. Lifestyle modifications were discussed with the patient. The treatment plan includes estrogen. The patient exhibited signs of fatigue. The patient's response to previous interventions was evaluated. A comprehensive treatment plan was developed. Laboratory",Endocrine,114,60,"thyroid, excessive sweating, exercise therapy, hypothyroidism, estrogen"
text_540,Initial presentation with excessive sweating led to diagnostic workup revealing acromegaly. Standard treatment protocol with insulin was followed. The patient's vital signs were within normal limits. Patient education materials were provided. The patient's symptoms have been progressively worsening. Long-term prognosis was discussed with the patient. No significant family history was reported. The patient denies any allergies to medications. The patient reports gradual improvement with the current treatment. The patient was referred to a specialist for further evaluation. Medication compliance has been an issue for this patient. Potential side effects of the medication were explained. The patient was advised to return if symptoms worsen. Current management focuses on symptom control. The patient's vital signs were,Endocrine,114,62,"acromegaly, excessive sweating, insulin"
text_328,"A case of stomach presenting with classic symptoms of tenesmus, tenesmus, and flatulence. The patient responded well to gastrectomy. Recent lab work showed improvement in relevant markers. Recent imaging studies were reviewed during the consultation. A comprehensive treatment plan was developed. The patient's vital signs were within normal limits. Follow-up appointment was scheduled for next month. Lifestyle modifications were discussed with the patient. No significant family history was reported. Preventive measures were emphasized during the consultation. The patient was advised to return if symptoms worsen. Current management focuses on symptom control. Recent lab work showed improvement in relevant markers. Recent imaging studies were reviewed during the consultation. A comprehensive treatment plan was developed. The",Gastrointestinal,114,60,"tenesmus, gastrectomy, flatulence, stomach"
text_539,The patient's condition was characterized by weight changes and laboratory evidence of pituitary. Treatment with dietary management was initiated with good clinical response. Follow-up appointment was scheduled for next month. Long-term prognosis was discussed with the patient. The patient was advised to return if symptoms worsen. A comprehensive treatment plan was developed. Recent lab work showed improvement in relevant markers. Medication compliance has been an issue for this patient. The patient was instructed on proper use of prescribed medications. The patient denies any allergies to medications. The patient's condition appears to be chronic in nature. Follow-up appointment was scheduled for next month. Long-term prognosis was discussed with the patient. The patient exhibited signs of,Endocrine,114,63,"weight changes, pituitary, dietary management"
text_528,Follow-up evaluation for Cushing's syndrome showed persistent excessive sweating despite metformin. Adjustments to the treatment regimen are recommended. Risk factors for complications were discussed in detail. The patient was instructed on proper use of prescribed medications. The patient's response to previous interventions was evaluated. The patient reports gradual improvement with the current treatment. No significant family history was reported. The patient's vital signs were within normal limits. Long-term prognosis was discussed with the patient. A comprehensive treatment plan was developed. Laboratory findings were unremarkable. Risk factors for complications were discussed in detail. The patient exhibited signs of blurred vision. The patient was instructed on proper use of prescribed medications. The patient's response to previous,Endocrine,114,63,"metformin, excessive sweating, Cushing's syndrome, blurred vision"
text_578,"A case of glandular presenting with classic symptoms of blurred vision, excessive sweating, and polydipsia. The patient responded well to radioactive iodine. Risk factors for complications were discussed in detail. Recent imaging studies were reviewed during the consultation. Previous treatments have been unsuccessful. Differential diagnosis includes several possibilities. Medication compliance has been an issue for this patient. The patient reports gradual improvement with the current treatment. A comprehensive treatment plan was developed. The patient was referred to a specialist for further evaluation. The patient denies any allergies to medications. The patient was instructed on proper use of prescribed medications. The patient exhibited signs of heat or cold intolerance. Risk factors for complications were discussed",Endocrine,114,64,"excessive sweating, glandular, blurred vision, polydipsia, heat or cold intolerance"
text_772,The patient reported persistent itching for the past 3 weeks. Clinical findings are consistent with rosacea. Treatment plan includes antibiotics and follow-up in 2 weeks. The patient's response to previous interventions was evaluated. Patient education materials were provided. Potential side effects of the medication were explained. The patient was advised to return if symptoms worsen. Differential diagnosis includes several possibilities. The patient's symptoms have been progressively worsening. The patient's condition appears to be chronic in nature. Lifestyle modifications were discussed with the patient. The patient was referred to a specialist for further evaluation. Recent lab work showed improvement in relevant markers. The patient reports gradual improvement with the current treatment. The patient's response to,Dermatological,114,62,"antibiotics, rosacea, itching"
text_792,"A case of subcutaneous presenting with classic symptoms of lesions, pustules, and redness. The patient responded well to skin grafting. Previous treatments have been unsuccessful. The patient was instructed on proper use of prescribed medications. Patient education materials were provided. The patient's symptoms have been progressively worsening. The patient's response to previous interventions was evaluated. Current management focuses on symptom control. A comprehensive treatment plan was developed. No significant family history was reported. The patient reports gradual improvement with the current treatment. Follow-up appointment was scheduled for next month. Lifestyle modifications were discussed with the patient. The patient's vital signs were within normal limits. Risk factors for complications were discussed in detail. Laboratory findings",Dermatological,114,61,"subcutaneous, skin, skin grafting, pustules, lesions"
text_83,Physical examination revealed chest pain and dizziness. Patient was diagnosed with cardiac and prescribed valve replacement and nitroglycerin. The patient was referred to a specialist for further evaluation. The patient was instructed on proper use of prescribed medications. Current management focuses on symptom control. The patient's condition appears to be chronic in nature. The patient's vital signs were within normal limits. The patient's response to previous interventions was evaluated. Medication compliance has been an issue for this patient. Laboratory findings were unremarkable. Potential side effects of the medication were explained. The patient was advised to return if symptoms worsen. Long-term prognosis was discussed with the patient. No significant family history was reported. Risk factors,Cardiovascular,114,61,"dizziness, valve replacement, nitroglycerin, chest pain, cardiac"
text_751,The patient's condition was characterized by scales and laboratory evidence of cutaneous. Treatment with antifungals was initiated with good clinical response. Lifestyle modifications were discussed with the patient. The patient was referred to a specialist for further evaluation. Preventive measures were emphasized during the consultation. Recent lab work showed improvement in relevant markers. Long-term prognosis was discussed with the patient. The patient reports gradual improvement with the current treatment. Medication compliance has been an issue for this patient. A comprehensive treatment plan was developed. Current management focuses on symptom control. Potential side effects of the medication were explained. Lifestyle modifications were discussed with the patient. The patient was referred to a specialist for further,Dermatological,114,64,"antifungals, scales, cutaneous"
text_524,The patient's condition was characterized by blurred vision and laboratory evidence of metabolic. Treatment with exercise therapy was initiated with good clinical response. The patient reports gradual improvement with the current treatment. The patient's symptoms have been progressively worsening. Recent imaging studies were reviewed during the consultation. The patient denies any allergies to medications. Medication compliance has been an issue for this patient. The patient's response to previous interventions was evaluated. Preventive measures were emphasized during the consultation. Differential diagnosis includes several possibilities. A comprehensive treatment plan was developed. No significant family history was reported. Recent lab work showed improvement in relevant markers. The patient's condition appears to be chronic in nature. Patient education,Endocrine,114,64,"metabolic, exercise therapy, blurred vision"
text_340,Patient presents with constipation and constipation. Initial assessment indicates possible hepatic. Further tests including antiemetics are recommended. Patient education materials were provided. Risk factors for complications were discussed in detail. The patient was instructed on proper use of prescribed medications. The patient was referred to a specialist for further evaluation. The patient reports gradual improvement with the current treatment. The patient's vital signs were within normal limits. Recent lab work showed improvement in relevant markers. The patient's response to previous interventions was evaluated. Lifestyle modifications were discussed with the patient. Patient education materials were provided. The treatment plan includes anti-diarrheals. The condition is consistent with intestinal. The condition is consistent with bowel. Risk factors,Gastrointestinal,114,60,"diarrhea, antiemetics, intestinal, hepatic, bowel"
text_687,Patient presents with back pain and back pain. Initial assessment indicates possible arthritis. Further tests including NSAIDs are recommended. Risk factors for complications were discussed in detail. The patient's symptoms have been progressively worsening. Laboratory findings were unremarkable. The patient's vital signs were within normal limits. Previous treatments have been unsuccessful. Preventive measures were emphasized during the consultation. No significant family history was reported. Patient education materials were provided. Follow-up appointment was scheduled for next month. A comprehensive treatment plan was developed. The patient reports gradual improvement with the current treatment. Lifestyle modifications were discussed with the patient. Long-term prognosis was discussed with the patient. Medication compliance has been an issue for this patient.,Musculoskeletal,114,60,"arthritis, NSAIDs, back pain"
text_215,A 65-year-old male with a history of bronchial was admitted complaining of phlegm and tachypnea. The patient has been started on pulmonary rehabilitation and antihistamines. The patient reports gradual improvement with the current treatment. Recent lab work showed improvement in relevant markers. Differential diagnosis includes several possibilities. The patient's symptoms have been progressively worsening. A comprehensive treatment plan was developed. Potential side effects of the medication were explained. The patient denies any allergies to medications. The patient's response to previous interventions was evaluated. Lifestyle modifications were discussed with the patient. Follow-up appointment was scheduled for next month. Previous treatments have been unsuccessful. Medication compliance has been an issue for this patient. The patient reports,Respiratory,114,63,"pulmonary, bronchial, antihistamines, tachypnea, pulmonary rehabilitation"
text_94,The patient's condition was characterized by edema and laboratory evidence of aortic. Treatment with aspirin was initiated with good clinical response. The patient was advised to return if symptoms worsen. The patient's symptoms have been progressively worsening. Previous treatments have been unsuccessful. Recent lab work showed improvement in relevant markers. Risk factors for complications were discussed in detail. Recent imaging studies were reviewed during the consultation. Follow-up appointment was scheduled for next month. Current management focuses on symptom control. No significant family history was reported. The patient denies any allergies to medications. The patient's vital signs were within normal limits. Laboratory findings were unremarkable. A comprehensive treatment plan was developed. Potential side effects of,Cardiovascular,114,60,"edema, aspirin, aortic"
text_509,A 59-year-old male with a history of pancreatic was admitted complaining of weight changes and fatigue. The patient has been started on estrogen and parathyroidectomy. Recent imaging studies were reviewed during the consultation. The patient reports gradual improvement with the current treatment. The patient was advised to return if symptoms worsen. The patient's vital signs were within normal limits. The patient's symptoms have been progressively worsening. Previous treatments have been unsuccessful. Lifestyle modifications were discussed with the patient. The patient's response to previous interventions was evaluated. Preventive measures were emphasized during the consultation. The patient denies any allergies to medications. The patient was instructed on proper use of prescribed medications. Risk factors for complications,Endocrine,114,64,"parathyroidectomy, thyroid, pancreatic, thyroidectomy, estrogen"
text_501,Patient presents with polydipsia and heat or cold intolerance. Initial assessment indicates possible diabetes. Further tests including estrogen are recommended. The patient's condition appears to be chronic in nature. Lifestyle modifications were discussed with the patient. The patient's vital signs were within normal limits. Risk factors for complications were discussed in detail. Follow-up appointment was scheduled for next month. Recent lab work showed improvement in relevant markers. The patient reports gradual improvement with the current treatment. The patient was instructed on proper use of prescribed medications. The patient denies any allergies to medications. Long-term prognosis was discussed with the patient. Current management focuses on symptom control. The patient's symptoms have been progressively worsening. A,Endocrine,114,60,"diabetes, estrogen, heat or cold intolerance, polydipsia"
text_494,A 68-year-old female with a history of cranial was admitted complaining of numbness and diplopia. The patient has been started on speech therapy and NSAIDs. Previous treatments have been unsuccessful. The patient was advised to return if symptoms worsen. Lifestyle modifications were discussed with the patient. A comprehensive treatment plan was developed. Recent imaging studies were reviewed during the consultation. Follow-up appointment was scheduled for next month. The patient was referred to a specialist for further evaluation. Preventive measures were emphasized during the consultation. Differential diagnosis includes several possibilities. The patient reports gradual improvement with the current treatment. Potential side effects of the medication were explained. Previous treatments have been unsuccessful. The condition is,Neurological,114,62,"NSAIDs, numbness, diplopia, speech therapy, cranial"
text_221,Patient presents with cough and sputum. Initial assessment indicates possible pleurisy. Further tests including lung transplant are recommended. The patient was referred to a specialist for further evaluation. Laboratory findings were unremarkable. Risk factors for complications were discussed in detail. Long-term prognosis was discussed with the patient. Recent lab work showed improvement in relevant markers. Differential diagnosis includes several possibilities. Medication compliance has been an issue for this patient. Lifestyle modifications were discussed with the patient. No significant family history was reported. A comprehensive treatment plan was developed. The patient's condition appears to be chronic in nature. The patient denies any allergies to medications. Patient education materials were provided. The patient's response to previous,Respiratory,114,59,"lung, sputum, lung transplant, cough, pleurisy"
text_761,A 24-year-old female with a history of melanocytic was admitted complaining of rash and redness. The patient has been started on antibiotics and antifungals. Recent lab work showed improvement in relevant markers. Patient education materials were provided. Current management focuses on symptom control. The patient's condition appears to be chronic in nature. Long-term prognosis was discussed with the patient. Laboratory findings were unremarkable. Potential side effects of the medication were explained. A comprehensive treatment plan was developed. The patient's response to previous interventions was evaluated. Risk factors for complications were discussed in detail. Previous treatments have been unsuccessful. Follow-up appointment was scheduled for next month. Lifestyle modifications were discussed with the patient. Recent imaging,Dermatological,114,61,"antifungals, rash, antibiotics, melanocytic, redness"
text_906,Physical examination revealed myalgia and pyrexia. Patient was diagnosed with HIV and prescribed immunization and immunization. The patient's response to previous interventions was evaluated. A comprehensive treatment plan was developed. The patient was advised to return if symptoms worsen. Laboratory findings were unremarkable. The patient's vital signs were within normal limits. Medication compliance has been an issue for this patient. The patient was referred to a specialist for further evaluation. Long-term prognosis was discussed with the patient. Recent lab work showed improvement in relevant markers. The patient denies any allergies to medications. The patient was instructed on proper use of prescribed medications. The condition is consistent with viral. The patient's response to previous interventions,Infectious,114,61,"myalgia, immunization, pyrexia, HIV, viral"
text_434,Initial presentation with seizure led to diagnostic workup revealing stroke. Standard treatment protocol with triptans was followed. The patient's symptoms have been progressively worsening. Differential diagnosis includes several possibilities. The patient was instructed on proper use of prescribed medications. Long-term prognosis was discussed with the patient. Potential side effects of the medication were explained. Previous treatments have been unsuccessful. Preventive measures were emphasized during the consultation. No significant family history was reported. The patient's response to previous interventions was evaluated. Recent lab work showed improvement in relevant markers. Recent imaging studies were reviewed during the consultation. Risk factors for complications were discussed in detail. The patient was referred to a specialist for further evaluation.,Neurological,114,64,"stroke, seizure, triptans"
text_733,The patient reported persistent crepitus for the past 1 weeks. Clinical findings are consistent with muscular. Treatment plan includes physical therapy and follow-up in 2 weeks. The patient's symptoms have been progressively worsening. Current management focuses on symptom control. Laboratory findings were unremarkable. Recent lab work showed improvement in relevant markers. Long-term prognosis was discussed with the patient. Patient education materials were provided. Previous treatments have been unsuccessful. Risk factors for complications were discussed in detail. The patient reports gradual improvement with the current treatment. No significant family history was reported. Preventive measures were emphasized during the consultation. Follow-up appointment was scheduled for next month. The patient's symptoms have been progressively worsening. The treatment,Musculoskeletal,114,60,"muscular, physical therapy, crepitus"
text_695,"A 37-year-old male presents with swelling and swelling. After thorough examination, ligament was diagnosed. Treatment with NSAIDs was started immediately. Preventive measures were emphasized during the consultation. The patient was advised to return if symptoms worsen. Long-term prognosis was discussed with the patient. Recent lab work showed improvement in relevant markers. The patient's condition appears to be chronic in nature. The patient's response to previous interventions was evaluated. A comprehensive treatment plan was developed. Previous treatments have been unsuccessful. Risk factors for complications were discussed in detail. The patient denies any allergies to medications. The patient was instructed on proper use of prescribed medications. Lifestyle modifications were discussed with the patient. Differential diagnosis includes",Musculoskeletal,114,61,"ligament, swelling, NSAIDs"
text_46,A 67-year-old female with a history of ischemia was admitted complaining of fainting and shortness of breath. The patient has been started on heart transplant and cardiac catheterization. Lifestyle modifications were discussed with the patient. The patient denies any allergies to medications. The patient was referred to a specialist for further evaluation. Preventive measures were emphasized during the consultation. Current management focuses on symptom control. The treatment plan includes cardiac catheterization. The condition is consistent with atherosclerosis. The patient exhibited signs of heart murmur. Lifestyle modifications were discussed with the patient. The patient denies any allergies to medications. The patient was referred to a specialist for further evaluation. The condition is consistent with myocardial.,Cardiovascular,114,64,"atherosclerosis, heart murmur, heart transplant, ischemia, heart"
text_670,Physical examination revealed edema and myalgia. Patient was diagnosed with spinal and prescribed traction and traction. The patient's response to previous interventions was evaluated. Differential diagnosis includes several possibilities. Current management focuses on symptom control. The patient was referred to a specialist for further evaluation. Laboratory findings were unremarkable. Medication compliance has been an issue for this patient. The patient was instructed on proper use of prescribed medications. No significant family history was reported. Long-term prognosis was discussed with the patient. The patient reports gradual improvement with the current treatment. A comprehensive treatment plan was developed. The patient's response to previous interventions was evaluated. The patient exhibited signs of neck pain. The treatment plan,Musculoskeletal,114,61,"myalgia, traction, edema, neck pain, spinal"
text_274,Follow-up evaluation for bowel showed persistent constipation despite antiemetics. Adjustments to the treatment regimen are recommended. The patient's condition appears to be chronic in nature. Follow-up appointment was scheduled for next month. The patient was advised to return if symptoms worsen. Lifestyle modifications were discussed with the patient. Potential side effects of the medication were explained. The patient's vital signs were within normal limits. Current management focuses on symptom control. Previous treatments have been unsuccessful. Laboratory findings were unremarkable. Risk factors for complications were discussed in detail. Patient education materials were provided. A comprehensive treatment plan was developed. The patient denies any allergies to medications. Recent lab work showed improvement in relevant markers. The,Gastrointestinal,114,59,"constipation, antiemetics, bowel"
text_793,Medical history significant for melanocytic and dermal. Current symptoms include edema and rash. Recommended management includes laser therapy and monitoring for complications. Long-term prognosis was discussed with the patient. Medication compliance has been an issue for this patient. The patient was instructed on proper use of prescribed medications. The patient was referred to a specialist for further evaluation. Preventive measures were emphasized during the consultation. Potential side effects of the medication were explained. Current management focuses on symptom control. Risk factors for complications were discussed in detail. Laboratory findings were unremarkable. The patient was advised to return if symptoms worsen. The patient's symptoms have been progressively worsening. A comprehensive treatment plan was developed. Recent,Dermatological,114,61,"rash, edema, melanocytic, laser therapy, dermal"
text_93,Medical history significant for atrial and heart. Current symptoms include high blood pressure and angina. Recommended management includes cardiac catheterization and monitoring for complications. Lifestyle modifications were discussed with the patient. The patient's symptoms have been progressively worsening. The patient was instructed on proper use of prescribed medications. Medication compliance has been an issue for this patient. The patient reports gradual improvement with the current treatment. Differential diagnosis includes several possibilities. Follow-up appointment was scheduled for next month. The patient's vital signs were within normal limits. Current management focuses on symptom control. The patient was referred to a specialist for further evaluation. Risk factors for complications were discussed in detail. The patient's response to,Cardiovascular,114,63,"atrial, high blood pressure, heart, angina, cardiac"
text_758,The patient reported persistent scales for the past 11 weeks. Clinical findings are consistent with follicular. Treatment plan includes Mohs surgery and follow-up in 2 weeks. The patient denies any allergies to medications. The patient's symptoms have been progressively worsening. Lifestyle modifications were discussed with the patient. Potential side effects of the medication were explained. Medication compliance has been an issue for this patient. The patient's condition appears to be chronic in nature. The patient was advised to return if symptoms worsen. Risk factors for complications were discussed in detail. Patient education materials were provided. The patient was referred to a specialist for further evaluation. Follow-up appointment was scheduled for next month. Laboratory findings,Dermatological,114,61,"follicular, Mohs surgery, scales"
text_351,"A 30-year-old male presents with abdominal pain and dysphagia. After thorough examination, colonic was diagnosed. Treatment with digestive enzymes was started immediately. Follow-up appointment was scheduled for next month. The patient's condition appears to be chronic in nature. Risk factors for complications were discussed in detail. Long-term prognosis was discussed with the patient. The patient's vital signs were within normal limits. Preventive measures were emphasized during the consultation. A comprehensive treatment plan was developed. Potential side effects of the medication were explained. The patient reports gradual improvement with the current treatment. Follow-up appointment was scheduled for next month. The patient's condition appears to be chronic in nature. Risk factors for complications were discussed in",Gastrointestinal,114,62,"colonic, dysphagia, abdominal pain, digestive enzymes"
text_13,Patient presents with dizziness and dizziness. Initial assessment indicates possible ventricular. Further tests including bypass surgery are recommended. Recent imaging studies were reviewed during the consultation. The patient was instructed on proper use of prescribed medications. Current management focuses on symptom control. The patient's response to previous interventions was evaluated. A comprehensive treatment plan was developed. Medication compliance has been an issue for this patient. Recent imaging studies were reviewed during the consultation. The patient was instructed on proper use of prescribed medications. Current management focuses on symptom control. The patient exhibited signs of chest pain. The patient's response to previous interventions was evaluated. The patient exhibited signs of cold extremities. A comprehensive treatment,Cardiovascular,114,61,"ventricular, bypass surgery, dizziness, chest pain, cold extremities"
text_448,"A 83-year-old male presents with difficulty speaking and weakness. After thorough examination, Parkinson's disease was diagnosed. Treatment with vagus nerve stimulation was started immediately. The patient was referred to a specialist for further evaluation. Patient education materials were provided. Recent imaging studies were reviewed during the consultation. No significant family history was reported. The patient reports gradual improvement with the current treatment. Medication compliance has been an issue for this patient. Follow-up appointment was scheduled for next month. Recent lab work showed improvement in relevant markers. The patient's condition appears to be chronic in nature. Lifestyle modifications were discussed with the patient. Differential diagnosis includes several possibilities. The patient was advised to return if",Neurological,114,63,"weakness, Parkinson's disease, difficulty speaking, vagus nerve stimulation"
text_386,Physical examination revealed headache and dizziness. Patient was diagnosed with neuropathy and prescribed craniotomy and anticonvulsants. The patient's condition appears to be chronic in nature. No significant family history was reported. Medication compliance has been an issue for this patient. Long-term prognosis was discussed with the patient. The patient's response to previous interventions was evaluated. Differential diagnosis includes several possibilities. Follow-up appointment was scheduled for next month. Previous treatments have been unsuccessful. Patient education materials were provided. The patient's condition appears to be chronic in nature. The treatment plan includes NSAIDs. The condition is consistent with cortical. No significant family history was reported. The treatment plan includes neurosurgery. Medication compliance has been an issue,Neurological,114,60,"neurosurgery, headache, dizziness, craniotomy, anticonvulsants"
text_126,Follow-up evaluation for bronchial showed persistent sputum despite thoracentesis. Adjustments to the treatment regimen are recommended. Follow-up appointment was scheduled for next month. The patient's symptoms have been progressively worsening. Preventive measures were emphasized during the consultation. Current management focuses on symptom control. The patient was advised to return if symptoms worsen. Recent lab work showed improvement in relevant markers. Lifestyle modifications were discussed with the patient. Follow-up appointment was scheduled for next month. The treatment plan includes nasal sprays. The patient's symptoms have been progressively worsening. The patient exhibited signs of rhinitis. Preventive measures were emphasized during the consultation. The treatment plan includes antibiotics. Current management focuses on symptom control. The patient was,Respiratory,114,60,"nasal sprays, bronchial, sputum, antibiotics, rhinitis"
text_196,Physical examination revealed bronchospasm and nasal congestion. Patient was diagnosed with alveolar and prescribed nasal sprays and ventilator. The patient was instructed on proper use of prescribed medications. Previous treatments have been unsuccessful. Patient education materials were provided. Recent imaging studies were reviewed during the consultation. Follow-up appointment was scheduled for next month. The condition is consistent with pulmonary. The patient exhibited signs of bronchospasm. The condition is consistent with tuberculosis. The condition is consistent with alveolar. The treatment plan includes lung transplant. The patient was instructed on proper use of prescribed medications. The treatment plan includes decongestants. Previous treatments have been unsuccessful. Patient education materials were provided. Recent imaging studies were reviewed during,Respiratory,114,60,"ventilator, alveolar, nasal sprays, lung, pulmonary"
